asset_no,warranty_start,warranty_expire,warranty_months
130000015878,2019-12-12,2020-12-12,12
130000015879,2019-12-12,2020-12-12,12
130000015950,2020-01-15,2025-01-15,61
130000015951,2020-01-15,2025-01-15,61
130000015952,2019-12-08,2021-12-08,24
130000015953,2019-12-08,2021-12-08,24
130000015954,2019-12-08,2021-12-08,24
130000015955,2019-12-08,2021-12-08,24
130000015956,2019-12-08,2021-12-08,24
130000015957,2019-12-08,2021-12-08,24
130000015980,2019-12-09,2024-12-09,61
130000015981,2019-12-09,2024-12-09,61
130000015982,2019-12-09,2024-12-09,61
130000015983,2019-12-09,2024-12-09,61
130000015984,2019-12-09,2024-12-09,61
130000015985,2019-12-09,2024-12-09,61
130000015986,2019-12-12,2020-12-12,12
130000015987,2019-12-12,2020-12-12,12
130000015988,2019-12-12,2020-12-12,12
130000015989,2019-12-12,2020-12-12,12
130000015990,2019-12-12,2020-12-12,12
130000015991,2019-12-12,2020-12-12,12
130000016014,2019-12-12,2024-12-12,61
130000016015,2019-12-12,2024-12-12,61
130000016016,2019-12-12,2024-12-12,61
130000016017,2019-12-12,2024-12-12,61
130000016018,2019-12-12,2024-12-12,61
130000016019,2019-12-12,2024-12-12,61
130000016022,2019-12-04,2020-12-04,12
130000016023,2019-12-04,2020-12-04,12
130000016025,2019-12-04,2020-12-04,12
130000016026,2019-12-04,2020-12-04,12
130000016027,2019-12-04,2020-12-04,12
130000016028,2019-12-04,2020-12-04,12
130000016029,2019-12-04,2020-12-04,12
130000016030,2019-12-04,2020-12-04,12
130000016031,2019-12-04,2020-12-04,12
130000016032,2019-12-04,2020-12-04,12
130000016033,2019-12-04,2020-12-04,12
130000016034,2019-12-04,2020-12-04,12
130000016035,2019-12-04,2020-12-04,12
130000016036,2019-12-04,2020-12-04,12
130000016037,2019-12-04,2020-12-04,12
130000016038,2019-12-04,2020-12-04,12
130000016039,2019-12-04,2020-12-04,12
130000016040,2019-12-04,2020-12-04,12
130000016042,2019-12-04,2020-12-04,12
130000016043,2019-12-04,2020-12-04,12
130000016044,2019-12-04,2020-12-04,12
130000016045,2019-12-04,2020-12-04,12
130000016046,2019-12-04,2020-12-04,12
130000016047,2019-12-04,2020-12-04,12
130000016048,2019-12-04,2020-12-04,12
130000016049,2019-12-04,2020-12-04,12
130000016050,2019-12-04,2020-12-04,12
130000016051,2019-12-04,2020-12-04,12
130000016052,2019-12-04,2020-12-04,12
130000016053,2019-12-04,2020-12-04,12
130000016054,2019-12-04,2020-12-04,12
130000016055,2019-12-04,2020-12-04,12
130000016056,2019-12-04,2020-12-04,12
130000016057,2019-12-04,2020-12-04,12
130000016058,2019-12-04,2020-12-04,12
130000016059,2019-12-04,2020-12-04,12
130000016060,2019-12-04,2020-12-04,12
130000016061,2019-12-04,2020-12-04,12
130000016104,2019-11-21,2020-11-21,12
130000016115,2019-12-16,2021-12-16,24
130000016116,2019-12-16,2021-12-16,24
130000016117,2019-12-16,2021-12-16,24
130000016118,2019-12-16,2021-12-16,24
130000016120,2019-12-16,2021-12-16,24
130000016149,2019-12-16,2020-12-16,12
130000016150,2019-12-16,2020-12-16,12
130000016151,2019-12-16,2020-12-16,12
130000016152,2019-12-16,2020-12-16,12
130000016153,2019-12-16,2020-12-16,12
130000016154,2019-12-16,2020-12-16,12
130000016155,2019-12-16,2020-12-16,12
130000016178,2019-12-22,2024-12-22,61
130000016179,2019-12-22,2024-12-22,61
130000016180,2019-12-22,2024-12-22,61
130000016181,2019-12-22,2024-12-22,61
130000016182,2019-12-22,2024-12-22,61
130000016183,2019-12-22,2024-12-22,61
130000016233,2020-01-07,2022-01-07,24
130000016234,2020-01-07,2022-01-07,24
130000016235,2020-01-07,2022-01-07,24
130000016236,2020-01-07,2022-01-07,24
130000016237,2020-01-07,2022-01-07,24
130000016238,2020-01-07,2022-01-07,24
130000016261,2020-01-06,2025-01-06,61
130000016262,2020-01-06,2025-01-06,61
130000016263,2020-01-06,2025-01-06,61
130000016264,2020-01-06,2025-01-06,61
130000016265,2020-01-06,2025-01-06,61
130000016266,2020-01-06,2025-01-06,61
130000016277,2020-01-09,2021-01-09,12
130000016278,2020-01-09,2021-01-09,12
130000016279,2020-01-09,2021-01-09,12
130000016280,2020-01-09,2021-01-09,12
130000016281,2020-01-09,2021-01-09,12
130000016282,2020-01-09,2021-01-09,12
130000016283,2020-01-09,2021-01-09,12
130000016377,2020-01-29,2021-01-29,12
130000016378,2020-01-29,2021-01-29,12
130000016379,2020-01-29,2021-01-29,12
130000016380,2020-01-29,2021-01-29,12
130000016381,2020-01-29,2021-01-29,12
130000016382,2020-01-29,2021-01-29,12
130000016383,2020-01-29,2021-01-29,12
130000016384,2020-01-29,2021-01-29,12
130000016385,2020-01-29,2021-01-29,12
130000016386,2020-01-29,2021-01-29,12
130000016387,2020-01-29,2021-01-29,12
130000016388,2020-01-29,2021-01-29,12
130000016391,2020-01-29,2021-01-29,12
130000016392,2020-01-29,2021-01-29,12
130000016393,2020-01-29,2021-01-29,12
130000016394,2020-01-29,2021-01-29,12
130000016395,2020-01-29,2021-01-29,12
130000016396,2020-01-29,2021-01-29,12
130000016397,2020-01-29,2021-01-29,12
130000016398,2020-01-29,2021-01-29,12
130000016399,2020-01-29,2021-01-29,12
130000016400,2020-01-29,2021-01-29,12
130000016401,2020-01-29,2021-01-29,12
130000016402,2020-01-29,2021-01-29,12
130000016403,2020-01-29,2021-01-29,12
130000016404,2020-01-29,2021-01-29,12
130000016405,2020-01-29,2021-01-29,12
130000016406,2020-01-29,2021-01-29,12
130000016407,2020-01-29,2021-01-29,12
130000016408,2020-01-29,2021-01-29,12
130000016409,2020-01-29,2021-01-29,12
130000016410,2020-01-29,2021-01-29,12
130000016411,2020-01-29,2021-01-29,12
130000016412,2020-01-29,2021-01-29,12
130000016414,2020-01-29,2021-01-29,12
130000016417,2020-01-29,2021-01-29,12
130000016458,2020-01-25,2021-01-25,12
130000016459,2020-01-25,2021-01-25,12
130000016460,2020-01-25,2021-01-25,12
130000016461,2020-01-25,2021-01-25,12
130000016462,2020-01-25,2021-01-25,12
130000016463,2020-01-25,2021-01-25,12
130000016464,2020-01-25,2021-01-25,12
130000016487,2020-01-24,2025-01-24,61
130000016488,2020-01-24,2025-01-24,61
130000016489,2020-01-24,2025-01-24,61
130000016490,2020-01-24,2025-01-24,61
130000016491,2020-01-24,2025-01-24,61
130000016492,2020-01-24,2025-01-24,61
130000016493,2020-01-25,2022-01-25,24
130000016494,2020-01-25,2022-01-25,24
130000016495,2020-01-25,2022-01-25,24
130000016496,2020-01-25,2022-01-25,24
130000016497,2020-01-25,2022-01-25,24
130000016498,2020-01-25,2022-01-25,24
130000016499,2020-01-25,2022-01-25,24
130000016509,2020-01-25,2025-01-25,61
130000016510,2020-01-25,2025-01-25,61
130000016511,2020-01-25,2025-01-25,61
130000016512,2020-01-25,2025-01-25,61
130000016513,2020-01-25,2025-01-25,61
130000016514,2020-01-25,2025-01-25,61
130000016529,2019-12-16,2024-12-16,61
130000016596,2020-01-27,2022-01-27,24
130000016597,2020-01-27,2022-01-27,24
130000016598,2020-01-27,2022-01-27,24
130000016599,2020-01-27,2022-01-27,24
130000016600,2020-01-27,2022-01-27,24
130000016623,2020-01-27,2025-01-27,61
130000016624,2020-01-27,2025-01-27,61
130000016625,2020-01-27,2025-01-27,61
130000016626,2020-01-27,2025-01-27,61
130000016638,2020-01-09,2025-01-09,61
130000016717,2020-02-28,2025-02-28,61
130000016718,2020-02-28,2025-02-28,61
130000016719,2020-02-28,2025-02-28,61
130000016720,2020-02-28,2025-02-28,61
130000016721,2020-02-28,2025-02-28,61
130000016724,2020-02-15,2022-02-15,24
130000016725,2020-02-15,2022-02-15,24
130000016726,2020-02-15,2022-02-15,24
130000016727,2020-02-15,2022-02-15,24
130000016728,2020-02-15,2022-02-15,24
130000016729,2020-02-15,2022-02-15,24
130000016752,2020-02-15,2025-02-15,61
130000016753,2020-02-15,2025-02-15,61
130000016754,2020-02-15,2025-02-15,61
130000016755,2020-02-15,2025-02-15,61
130000016756,2020-02-15,2025-02-15,61
130000016757,2020-02-15,2025-02-15,61
130000016758,2020-02-21,2022-02-21,24
130000016759,2020-02-21,2022-02-21,24
130000016760,2020-02-21,2022-02-21,24
130000016761,2020-02-21,2022-02-21,24
130000016762,2020-02-21,2022-02-21,24
130000016763,2020-02-21,2022-02-21,24
130000016764,2020-02-21,2022-02-21,24
130000016787,2020-02-21,2025-02-21,61
130000016788,2020-02-21,2025-02-21,61
130000016789,2020-02-21,2025-02-21,61
130000016790,2020-02-21,2025-02-21,61
130000016791,2020-02-21,2025-02-21,61
130000016792,2020-02-21,2025-02-21,61
130000016828,2020-02-20,2025-02-20,61
130000016867,2020-02-28,2021-02-28,12
130000016868,2020-02-28,2021-02-28,12
130000016869,2020-02-28,2021-02-28,12
130000016870,2020-02-28,2021-02-28,12
130000016871,2020-02-28,2021-02-28,12
130000016873,2020-02-28,2021-02-28,12
130000016896,2020-02-22,2025-02-22,61
130000016897,2020-02-22,2025-02-22,61
130000016898,2020-02-22,2025-02-22,61
130000016899,2020-02-22,2025-02-22,61
130000016900,2020-02-22,2025-02-22,61
130000016901,2020-02-22,2025-02-22,61
130000016902,2020-02-29,2021-02-28,12
130000016903,2020-02-29,2021-02-28,12
130000016904,2020-02-29,2021-02-28,12
130000016905,2020-02-29,2021-02-28,12
130000016906,2020-02-29,2021-02-28,12
130000016907,2020-02-29,2021-02-28,12
130000016908,2020-02-29,2021-02-28,12
130000016931,2020-02-23,2025-02-23,61
130000016932,2020-02-23,2025-02-23,61
130000016933,2020-02-23,2025-02-23,61
130000016934,2020-02-23,2025-02-23,61
130000016935,2020-02-23,2025-02-23,61
130000016936,2020-02-23,2025-02-23,61
130000017062,2020-03-02,2022-03-02,24
130000017063,2020-03-02,2022-03-02,24
130000017064,2020-03-02,2022-03-02,24
130000017065,2020-03-02,2022-03-02,24
130000017066,2020-03-02,2022-03-02,24
130000017076,2020-03-02,2025-03-02,61
130000017077,2020-03-02,2025-03-02,61
130000017078,2020-03-02,2025-03-02,61
130000017079,2020-03-02,2025-03-02,61
130000017080,2020-03-02,2025-03-02,61
130000017177,2020-03-08,2022-03-08,24
130000017178,2020-03-08,2022-03-08,24
130000017179,2020-03-08,2022-03-08,24
130000017180,2020-03-08,2022-03-08,24
130000017181,2020-03-08,2022-03-08,24
130000017182,2020-03-08,2022-03-08,24
130000017224,2020-03-09,2032-03-09,144
130000017225,2020-03-09,2032-03-09,144
130000017226,2020-03-09,2032-03-09,144
130000017252,2020-03-09,2025-03-09,61
130000017253,2020-03-09,2025-03-09,61
130000017254,2020-03-09,2025-03-09,61
130000017255,2020-03-09,2025-03-09,61
130000017256,2020-03-09,2025-03-09,61
130000017257,2020-03-09,2025-03-09,61
130000017258,2020-03-10,2022-03-10,24
130000017259,2020-03-10,2022-03-10,24
130000017260,2020-03-10,2022-03-10,24
130000017261,2020-03-10,2022-03-10,24
130000017262,2020-03-10,2022-03-10,24
130000017263,2020-03-10,2022-03-10,24
130000017286,2020-03-10,2025-03-10,61
130000017287,2020-03-10,2025-03-10,61
130000017288,2020-03-10,2025-03-10,61
130000017289,2020-03-10,2025-03-10,61
130000017290,2020-03-10,2025-03-10,61
130000017434,2020-03-16,2021-03-16,12
130000017435,2020-03-16,2021-03-16,12
130000017436,2020-03-16,2021-03-16,12
130000017437,2020-03-16,2021-03-16,12
130000017438,2020-03-16,2021-03-16,12
130000017439,2020-03-16,2021-03-16,12
130000017440,2020-03-16,2021-03-16,12
130000017463,2020-03-16,2025-03-16,61
130000017464,2020-03-16,2025-03-16,61
130000017465,2020-03-16,2025-03-16,61
130000017466,2020-03-16,2025-03-16,61
130000017467,2020-03-16,2025-03-16,61
130000017468,2020-03-16,2025-03-16,61
130000017496,2020-03-30,2025-03-30,61
130000017497,2020-03-30,2025-03-30,61
130000017498,2020-03-30,2025-03-30,61
130000017499,2020-03-30,2025-03-30,61
130000017500,2020-03-30,2025-03-30,61
130000017501,2020-03-30,2025-03-30,61
130000017539,2020-03-23,2022-03-23,24
130000017540,2020-03-23,2022-03-23,24
130000017541,2020-03-23,2022-03-23,24
130000017542,2020-03-23,2022-03-23,24
130000017544,2020-03-23,2022-03-23,24
130000017620,2020-03-10,2025-03-10,61
130000017643,2020-03-25,2021-03-25,12
130000017644,2020-03-25,2021-03-25,12
130000017645,2020-03-25,2021-03-25,12
130000017646,2020-03-25,2021-03-25,12
130000017647,2020-03-25,2021-03-25,12
130000017648,2020-03-25,2021-03-25,12
130000017649,2020-03-25,2021-03-25,12
130000017672,2020-03-23,2025-03-23,61
130000017673,2020-03-23,2025-03-23,61
130000017674,2020-03-23,2025-03-23,61
130000017675,2020-03-23,2025-03-23,61
130000017676,2020-03-23,2025-03-23,61
130000017677,2020-03-23,2025-03-23,61
130000017805,2020-03-30,2025-03-30,61
130000017806,2020-03-30,2025-03-30,61
130000017807,2020-03-30,2025-03-30,61
130000017808,2020-03-30,2025-03-30,61
130000017809,2020-03-30,2025-03-30,61
130000017810,2020-03-30,2025-03-30,61
130000017811,2020-04-04,2022-04-04,24
130000017812,2020-04-04,2022-04-04,24
130000017813,2020-04-04,2022-04-04,24
130000017814,2020-04-04,2022-04-04,24
130000017815,2020-04-04,2022-04-04,24
130000017816,2020-04-04,2022-04-04,24
130000017839,2020-04-04,2025-04-04,61
130000017840,2020-04-04,2025-04-04,61
130000017841,2020-04-04,2025-04-04,61
130000017842,2020-04-04,2025-04-04,61
130000017843,2020-04-04,2025-04-04,61
130000017844,2020-04-04,2025-04-04,61
130000017847,2020-04-16,2021-04-16,12
130000017848,2020-04-16,2021-04-16,12
130000017849,2020-04-16,2021-04-16,12
130000017850,2020-04-16,2021-04-16,12
130000017851,2020-04-16,2021-04-16,12
130000017852,2020-04-16,2021-04-16,12
130000017853,2020-04-16,2021-04-16,12
130000017876,2020-04-13,2025-04-13,61
130000017877,2020-04-13,2025-04-13,61
130000017878,2020-04-13,2025-04-13,61
130000017879,2020-04-13,2025-04-13,61
130000017880,2020-04-13,2025-04-13,61
130000017881,2020-04-13,2025-04-13,61
130000017909,2020-04-20,2025-04-20,61
130000017910,2020-04-20,2025-04-20,61
130000017911,2020-04-20,2025-04-20,61
130000017912,2020-04-20,2025-04-20,61
130000017913,2020-04-20,2025-04-20,61
130000017914,2020-04-20,2025-04-20,61
130000017924,2020-03-25,2025-03-25,61
130000017992,2020-04-22,2022-04-22,24
130000017993,2020-04-22,2022-04-22,24
130000017995,2020-04-22,2022-04-22,24
130000017996,2020-04-22,2022-04-22,24
130000017998,2020-04-22,2022-04-22,24
130000018021,2020-04-22,2025-04-22,61
130000018022,2020-04-22,2025-04-22,61
130000018023,2020-04-22,2025-04-22,61
130000018024,2020-04-22,2025-04-22,61
130000018025,2020-04-22,2025-04-22,61
130000018026,2020-04-22,2025-04-22,61
130000018227,2020-04-23,2022-04-23,24
130000018228,2020-04-23,2022-04-23,24
130000018229,2020-04-23,2022-04-23,24
130000018230,2020-04-23,2022-04-23,24
130000018231,2020-04-23,2022-04-23,24
130000018232,2020-04-23,2022-04-23,24
130000018233,2020-04-23,2022-04-23,24
130000018256,2020-04-23,2025-04-23,61
130000018257,2020-04-23,2025-04-23,61
130000018258,2020-04-23,2025-04-23,61
130000018259,2020-04-23,2025-04-23,61
130000018260,2020-04-23,2025-04-23,61
130000018261,2020-04-23,2025-04-23,61
130000018291,2020-04-25,2025-04-25,61
130000018292,2020-04-25,2025-04-25,61
130000018293,2020-04-25,2025-04-25,61
130000018294,2020-04-25,2025-04-25,61
130000018295,2020-04-25,2025-04-25,61
130000018296,2020-04-25,2025-04-25,61
130000018297,2020-04-04,2025-04-04,61
130000018298,2020-04-24,2022-04-24,24
130000018299,2020-04-24,2022-04-24,24
130000018300,2020-04-24,2022-04-24,24
130000018301,2020-04-24,2022-04-24,24
130000018303,2020-04-24,2022-04-24,24
130000018413,2020-04-18,2025-04-18,61
130000018429,2020-04-13,2025-04-13,61
130000018462,2020-05-05,2025-05-05,61
130000018463,2020-05-05,2025-05-05,61
130000018464,2020-05-05,2025-05-05,61
130000018465,2020-05-05,2025-05-05,61
130000018466,2020-05-05,2025-05-05,61
130000018468,2020-05-04,2022-05-04,24
130000018469,2020-05-04,2022-05-04,24
130000018470,2020-05-04,2022-05-04,24
130000018471,2020-05-04,2022-05-04,24
130000018472,2020-05-04,2022-05-04,24
130000018473,2020-05-04,2022-05-04,24
130000018474,2020-05-04,2022-05-04,24
130000018497,2020-05-04,2025-05-04,61
130000018498,2020-05-04,2025-05-04,61
130000018499,2020-05-04,2025-05-04,61
130000018500,2020-05-04,2025-05-04,61
130000018501,2020-05-04,2025-05-04,61
130000018502,2020-05-04,2025-05-04,61
130000018553,2020-05-04,2022-05-04,24
130000018554,2020-05-04,2022-05-04,24
130000018555,2020-05-04,2022-05-04,24
130000018556,2020-05-04,2022-05-04,24
130000018557,2020-05-04,2022-05-04,24
130000018558,2020-05-04,2022-05-04,24
130000018615,2020-05-07,2025-05-07,61
130000018616,2020-05-07,2025-05-07,61
130000018617,2020-05-07,2025-05-07,61
130000018618,2020-05-07,2025-05-07,61
130000018619,2020-05-07,2025-05-07,61
130000018620,2020-05-07,2025-05-07,61
130000018627,2020-05-28,2025-05-28,61
130000018628,2020-05-28,2025-05-28,61
130000018629,2020-05-28,2025-05-28,61
130000018630,2020-05-28,2025-05-28,61
130000018713,2020-05-10,2025-05-10,61
130000018714,2020-05-10,2025-05-10,61
130000018715,2020-05-10,2025-05-10,61
130000018716,2020-05-10,2025-05-10,61
130000018717,2020-05-10,2025-05-10,61
130000018718,2020-05-10,2025-05-10,61
130000018719,2020-05-10,2022-05-10,24
130000018720,2020-05-10,2022-05-10,24
130000018721,2020-05-10,2022-05-10,24
130000018722,2020-05-10,2022-05-10,24
130000018723,2020-05-10,2022-05-10,24
130000018724,2020-05-10,2022-05-10,24
130000018725,2020-05-10,2022-05-10,24
130000018739,2020-05-10,2025-05-10,61
130000018740,2020-05-10,2025-05-10,61
130000018741,2020-05-10,2025-05-10,61
130000018742,2020-05-10,2025-05-10,61
130000018743,2020-05-10,2025-05-10,61
130000018744,2020-05-10,2025-05-10,61
130000018765,2020-05-11,2025-05-11,61
130000018766,2020-05-11,2025-05-11,61
130000018767,2020-05-11,2025-05-11,61
130000018768,2020-05-11,2025-05-11,61
130000018769,2020-05-11,2025-05-11,61
130000018770,2020-05-11,2025-05-11,61
130000018820,2020-05-17,2022-05-17,24
130000018821,2020-05-17,2022-05-17,24
130000018822,2020-05-17,2022-05-17,24
130000018823,2020-05-17,2022-05-17,24
130000018825,2020-05-17,2022-05-17,24
130000018839,2020-05-17,2025-05-17,61
130000018840,2020-05-17,2025-05-17,61
130000018841,2020-05-17,2025-05-17,61
130000018842,2020-05-17,2025-05-17,61
130000018843,2020-05-17,2025-05-17,61
130000018844,2020-05-17,2025-05-17,61
130000018864,2020-05-18,2025-05-18,61
130000018865,2020-05-18,2025-05-18,61
130000018866,2020-05-18,2025-05-18,61
130000018867,2020-05-18,2025-05-18,61
130000018868,2020-05-18,2025-05-18,61
130000018869,2020-05-18,2025-05-18,61
130000018870,2020-05-18,2022-05-18,24
130000018871,2020-05-18,2022-05-18,24
130000018872,2020-05-18,2022-05-18,24
130000018873,2020-05-18,2022-05-18,24
130000018874,2020-05-18,2022-05-18,24
130000018875,2020-05-18,2022-05-18,24
130000018889,2020-05-18,2025-05-18,61
130000018890,2020-05-18,2025-05-18,61
130000018891,2020-05-18,2025-05-18,61
130000018892,2020-05-18,2025-05-18,61
130000018893,2020-05-18,2025-05-18,61
130000018894,2020-05-18,2025-05-18,61
130000019119,2020-04-18,2025-04-18,61
130000019140,2020-05-21,2025-05-21,61
130000019141,2020-05-21,2025-05-21,61
130000019142,2020-05-21,2025-05-21,61
130000019143,2020-05-21,2025-05-21,61
130000019145,2020-05-21,2025-05-21,61
130000019146,2020-05-24,2022-05-24,24
130000019147,2020-05-24,2022-05-24,24
130000019148,2020-05-24,2022-05-24,24
130000019149,2020-05-24,2022-05-24,24
130000019150,2020-05-24,2022-05-24,24
130000019151,2020-05-24,2022-05-24,24
130000019153,2020-05-24,2025-05-24,61
130000019154,2020-05-24,2025-05-24,61
130000019155,2020-05-24,2025-05-24,61
130000019156,2020-05-24,2025-05-24,61
130000019157,2020-05-24,2025-05-24,61
130000019158,2020-05-24,2025-05-24,61
130000019178,2020-05-25,2025-05-25,61
130000019179,2020-05-25,2025-05-25,61
130000019180,2020-05-25,2025-05-25,61
130000019181,2020-05-25,2025-05-25,61
130000019182,2020-05-25,2025-05-25,61
130000019183,2020-05-25,2025-05-25,61
130000019197,2020-05-25,2022-05-25,24
130000019198,2020-05-25,2022-05-25,24
130000019199,2020-05-25,2022-05-25,24
130000019200,2020-05-25,2022-05-25,24
130000019201,2020-05-25,2022-05-25,24
130000019202,2020-05-25,2022-05-25,24
130000019216,2020-05-25,2025-05-25,61
130000019217,2020-05-25,2025-05-25,61
130000019218,2020-05-25,2025-05-25,61
130000019219,2020-05-25,2025-05-25,61
130000019220,2020-05-25,2025-05-25,61
130000019221,2020-05-25,2025-05-25,61
130000019242,2020-05-25,2025-05-25,61
130000019243,2020-05-25,2025-05-25,61
130000019244,2020-05-25,2025-05-25,61
130000019245,2020-05-25,2025-05-25,61
130000019246,2020-05-25,2025-05-25,61
130000019247,2020-05-25,2025-05-25,61
130000019310,2020-05-28,2022-05-28,24
130000019311,2020-05-28,2022-05-28,24
130000019312,2020-05-28,2022-05-28,24
130000019313,2020-05-28,2022-05-28,24
130000019314,2020-05-28,2022-05-28,24
130000019315,2020-05-28,2022-05-28,24
130000019338,2020-05-27,2025-05-27,61
130000019339,2020-05-27,2025-05-27,61
130000019340,2020-05-27,2025-05-27,61
130000019341,2020-05-27,2025-05-27,61
130000019342,2020-05-27,2025-05-27,61
